Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
7/26/2021,ID-KS,Kalimantan Selatan,195,5,412,-222,44027,1200,36717,6110,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,48.47,10943.69,1.24,298.28,29.83,2.73%,83.40%,0.32,0.26
7/26/2021,ID-KT,Kalimantan Tengah,424,2,607,-185,33004,651,24895,7458,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,164.96,12840.58,0.78,253.28,25.33,1.97%,75.43%,0.94,1.00
7/26/2021,ID-KI,Kalimantan Timur,943,72,880,-9,107802,2972,84570,20260,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,265.47,30348.03,20.27,836.67,83.67,2.76%,78.45%,0.56,0.99
7/26/2021,ID-KU,Kalimantan Utara,210,9,107,94,18832,299,14137,4396,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,323.87,29043.49,13.88,461.13,46.11,1.59%,75.07%,0.49,3.00
7/26/2021,ID-BB,Kepulauan Bangka Belitung,252,15,397,-160,30261,575,24940,4746,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,182.64,21931.96,10.87,416.74,41.67,1.90%,82.42%,0.40,1.36
7/26/2021,ID-KR,Kepulauan Riau,473,45,507,-79,41881,1001,32142,8738,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,245.15,21706.75,23.32,518.81,51.88,2.39%,76.75%,0.79,3.21
7/26/2021,ID-LA,Lampung,449,16,139,294,31734,1349,21792,8593,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,49.36,3488.94,1.76,148.31,14.83,4.25%,68.67%,1.13,2.67
7/26/2021,ID-MA,Maluku,51,0,262,-211,13039,215,9050,3774,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,27.61,7059.19,0.00,116.40,11.64,1.65%,69.41%,0.49,1.00
7/26/2021,ID-MU,Maluku Utara,179,7,141,31,9419,215,6219,2985,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,136.87,7202.16,5.35,164.40,16.44,2.28%,66.03%,0.67,0.64
7/26/2021,ID-NB,Nusa Tenggara Barat,136,2,362,-228,18155,548,15439,2168,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,25.81,3444.81,0.38,103.98,10.40,3.02%,85.04%,1.07,
7/26/2021,ID-NT,Nusa Tenggara Timur,320,8,1121,-809,34585,618,22623,11344,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,59.14,6391.23,1.48,114.21,11.42,1.79%,65.41%,0.30,0.62
7/26/2021,ID-PA,Papua,351,7,0,344,25427,321,11855,13251,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,80.87,5858.29,1.61,73.96,7.40,1.26%,46.62%,1.86,1.75
7/26/2021,ID-PB,Papua Barat,73,7,326,-260,17398,269,13787,3342,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,64.00,15252.02,6.14,235.82,23.58,1.55%,79.24%,0.27,0.54
7/26/2021,ID-RI,Riau,1137,32,806,299,89243,2414,77726,9103,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,187.19,14692.38,5.27,397.43,39.74,2.70%,87.09%,1.10,0.86
7/26/2021,ID-SR,Sulawesi Barat,100,4,64,32,7755,155,6293,1307,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,64.10,4971.20,2.56,99.36,9.94,2.00%,81.15%,0.98,
7/26/2021,ID-SN,Sulawesi Selatan,657,6,613,38,77904,1206,68120,8578,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,69.69,8264.02,0.64,127.93,12.79,1.55%,87.44%,0.75,0.32
7/26/2021,ID-ST,Sulawesi Tengah,415,11,50,354,19517,541,14538,4438,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,140.41,6603.47,3.72,183.04,18.30,2.77%,74.49%,1.49,1.10
7/26/2021,ID-SG,Sulawesi Tenggara,114,12,124,-22,15369,323,12166,2880,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,43.26,5831.62,4.55,122.56,12.26,2.10%,79.16%,0.37,12.00
7/26/2021,ID-SA,Sulawesi Utara,190,10,217,-37,22006,645,17176,4185,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,71.92,8329.66,3.79,244.14,24.41,2.93%,78.05%,0.37,1.43
7/26/2021,ID-SB,Sumatera Barat,614,16,440,158,66321,1408,53992,10921,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,111.25,12016.32,2.90,255.11,25.51,2.12%,81.41%,0.82,5.33
7/26/2021,ID-SS,Sumatera Selatan,366,20,325,21,41584,1864,31965,7755,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,44.54,5060.39,2.43,226.83,22.68,4.48%,76.87%,0.94,0.91
7/26/2021,ID-SU,Sumatera Utara,1028,10,510,508,53095,1394,38234,13467,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,69.11,3569.44,0.67,93.71,9.37,2.63%,72.01%,1.00,0.50
7/27/2021,ID-AC,Aceh,226,8,70,148,22110,953,16568,4589,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,43.07,4213.63,1.52,181.62,18.16,4.31%,74.93%,1.41,1.60
7/27/2021,ID-BA,Bali,1314,33,829,452,71103,2016,58282,10805,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,311.66,16864.35,7.83,478.16,47.82,2.84%,81.97%,1.22,1.27
7/27/2021,ID-BT,Banten,1610,35,915,660,107044,1719,61435,43890,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,150.15,9983.24,3.26,160.32,16.03,1.61%,57.39%,1.82,3.50
7/27/2021,ID-BE,Bengkulu,274,2,189,83,16150,249,11907,3994,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,137.03,8076.86,1.00,124.53,12.45,1.54%,73.73%,1.03,0.67
7/27/2021,ID-JK,DKI Jakarta,3567,184,14849,-11466,798502,11783,746113,40606,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,328.87,73620.81,16.96,1086.38,108.64,1.48%,93.44%,1.34,1.15
7/27/2021,ID-YO,Daerah Istimewa Yogyakarta,2732,104,1125,1503,110177,3108,72305,34764,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,752.41,30343.31,28.64,855.96,85.60,2.82%,65.63%,1.02,1.35
7/27/2021,ID-GO,Gorontalo,87,5,119,-37,7346,211,6256,879,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,73.69,6221.99,4.23,178.71,17.87,2.87%,85.16%,1.78,
7/27/2021,IDN,Indonesia,45203,2069,47128,-3994,3239936,86835,2596820,556281,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,170.46,12217.62,7.80,327.45,32.75,2.68%,80.15%,1.60,1.39
7/27/2021,ID-JA,Jambi,226,7,180,39,18627,375,13703,4549,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,64.69,5332.12,2.00,107.35,10.73,2.01%,73.57%,2.15,1.00
7/27/2021,ID-JB,Jawa Barat,7502,308,9517,-2323,581892,8878,459161,113853,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,166.12,12884.74,6.82,196.58,19.66,1.53%,78.91%,1.85,1.36
7/27/2021,ID-JT,Jawa Tengah,5073,412,4623,38,364188,17771,284143,62274,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,139.51,10015.05,11.33,488.70,48.87,4.88%,78.02%,1.27,1.40
7/27/2021,ID-JI,Jawa Timur,6339,339,4975,1025,286583,19210,214530,52843,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,156.60,7079.79,8.37,474.57,47.46,6.70%,74.86%,2.01,0.91
7/27/2021,ID-KB,Kalimantan Barat,427,14,441,-28,23975,592,18697,4686,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,78.74,4421.14,2.58,109.17,10.92,2.47%,77.99%,3.23,1.27
7/27/2021,ID-KS,Kalimantan Selatan,517,37,347,133,44544,1237,37064,6243,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,128.51,11072.20,9.20,307.48,30.75,2.78%,83.21%,2.65,7.40
7/27/2021,ID-KT,Kalimantan Tengah,254,14,348,-108,33258,665,25243,7350,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,98.82,12939.40,5.45,258.73,25.87,2.00%,75.90%,0.60,7.00
7/27/2021,ID-KI,Kalimantan Timur,2009,59,1147,803,109811,3031,85717,21063,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,565.57,30913.60,16.61,853.28,85.33,2.76%,78.06%,2.13,0.82
7/27/2021,ID-KU,Kalimantan Utara,457,13,368,76,19289,312,14505,4472,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,704.80,29748.29,20.05,481.18,48.12,1.62%,75.20%,2.18,1.44
7/27/2021,ID-BB,Kepulauan Bangka Belitung,709,16,332,361,30970,591,25272,5107,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,513.85,22445.82,11.60,428.33,42.83,1.91%,81.60%,2.81,1.07
7/27/2021,ID-KR,Kepulauan Riau,656,11,511,134,42537,1012,32653,8872,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,340.00,22046.75,5.70,524.52,52.45,2.38%,76.76%,1.39,0.24
7/27/2021,ID-LA,Lampung,581,255,491,-165,32315,1604,22283,8428,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,63.88,3552.82,28.04,176.35,17.63,4.96%,68.96%,1.29,15.94
7/27/2021,ID-MA,Maluku,113,7,111,-5,13152,222,9161,3769,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,61.18,7120.36,3.79,120.19,12.02,1.69%,69.65%,2.22,
7/27/2021,ID-MU,Maluku Utara,136,4,151,-19,9555,219,6370,2966,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,103.99,7306.15,3.06,167.46,16.75,2.29%,66.67%,0.76,0.57
7/27/2021,ID-NB,Nusa Tenggara Barat,207,6,277,-76,18362,554,15716,2092,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,39.28,3484.09,1.14,105.12,10.51,3.02%,85.59%,1.52,3.00
7/27/2021,ID-NT,Nusa Tenggara Timur,1244,43,1250,-49,35829,661,23873,11295,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,229.89,6621.12,7.95,122.15,12.22,1.84%,66.63%,3.89,5.38
7/27/2021,ID-PA,Papua,351,3,109,239,25778,324,11964,13490,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,80.87,5939.16,0.69,74.65,7.46,1.26%,46.41%,1.00,0.43
7/27/2021,ID-PB,Papua Barat,186,3,444,-261,17584,272,14231,3081,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,163.06,15415.08,2.63,238.45,23.84,1.55%,80.93%,2.55,0.43
7/27/2021,ID-RI,Riau,1428,35,664,729,90671,2449,78390,9832,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,235.10,14927.48,5.76,403.19,40.32,2.70%,86.46%,1.26,1.09
7/27/2021,ID-SR,Sulawesi Barat,146,2,112,32,7901,157,6405,1339,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,93.59,5064.80,1.28,100.64,10.06,1.99%,81.07%,1.46,0.50
7/27/2021,ID-SN,Sulawesi Selatan,954,17,741,196,78858,1223,68861,8774,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,101.20,8365.22,1.80,129.74,12.97,1.55%,87.32%,1.45,2.83
7/27/2021,ID-ST,Sulawesi Tengah,620,23,226,371,20137,564,14764,4809,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,209.77,6813.24,7.78,190.83,19.08,2.80%,73.32%,1.49,2.09
7/27/2021,ID-SG,Sulawesi Tenggara,258,4,130,124,15627,327,12296,3004,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,97.90,5929.51,1.52,124.08,12.41,2.09%,78.68%,2.26,0.33
7/27/2021,ID-SA,Sulawesi Utara,479,10,242,227,22485,655,17418,4412,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,181.31,8510.97,3.79,247.93,24.79,2.91%,77.46%,2.52,1.00
7/27/2021,ID-SB,Sumatera Barat,894,17,494,383,67215,1425,54486,11304,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,161.98,12178.30,3.08,258.19,25.82,2.12%,81.06%,1.46,1.06
7/27/2021,ID-SS,Sumatera Selatan,1020,22,431,567,42604,1886,32396,8322,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,124.12,5184.51,2.68,229.51,22.95,4.43%,76.04%,2.79,1.10
7/27/2021,ID-SU,Sumatera Utara,1408,18,549,841,54503,1412,38783,14308,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,94.66,3664.09,1.21,94.93,9.49,2.59%,71.16%,1.37,1.80
7/28/2021,ID-AC,Aceh,237,5,40,192,22347,958,16608,4781,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,45.17,4258.80,0.95,182.57,18.26,4.29%,74.32%,1.05,0.63
7/28/2021,ID-BA,Bali,1452,44,954,454,72555,2060,59236,11259,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,344.39,17208.74,10.44,488.59,48.86,2.84%,81.64%,1.11,1.33
7/28/2021,ID-BT,Banten,1642,40,1645,-43,108686,1759,63080,43847,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,153.14,10136.37,3.73,164.05,16.40,1.62%,58.04%,1.02,1.14
7/28/2021,ID-BE,Bengkulu,383,0,149,234,16533,249,12056,4228,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,191.54,8268.41,0.00,124.53,12.45,1.51%,72.92%,1.40,0.00
7/28/2021,ID-JK,DKI Jakarta,5525,69,10936,-5480,804027,11852,757049,35126,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,509.40,74130.21,6.36,1092.74,109.27,1.47%,94.16%,1.55,0.38
7/28/2021,ID-YO,Daerah Istimewa Yogyakarta,2282,67,1242,973,112459,3175,73547,35737,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,628.47,30971.78,18.45,874.41,87.44,2.82%,65.40%,0.84,0.64
7/28/2021,ID-GO,Gorontalo,193,1,24,168,7539,212,6280,1047,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,163.47,6385.46,0.85,179.56,17.96,2.81%,83.30%,2.22,0.20
7/28/2021,IDN,Indonesia,47791,1824,43856,2111,3287727,88659,2640676,558392,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,180.22,12397.84,6.88,334.33,33.43,2.70%,80.32%,1.06,0.88
7/28/2021,ID-JA,Jambi,567,5,213,349,19194,380,13916,4898,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,162.31,5494.43,1.43,108.78,10.88,1.98%,72.50%,2.51,0.71
7/28/2021,ID-JB,Jawa Barat,6947,201,7783,-1037,588839,9079,466944,112816,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,153.83,13038.57,4.45,201.03,20.10,1.54%,79.30%,0.93,0.65
7/28/2021,ID-JT,Jawa Tengah,6660,398,4467,1795,370848,18169,288610,64069,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,183.15,10198.20,10.94,499.64,49.96,4.90%,77.82%,1.31,0.97
7/28/2021,ID-JI,Jawa Timur,6419,409,4658,1352,293002,19619,219188,54195,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,158.58,7238.37,10.10,484.67,48.47,6.70%,74.81%,1.01,1.21
7/28/2021,ID-KB,Kalimantan Barat,487,7,419,61,24462,599,19116,4747,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,89.81,4510.94,1.29,110.46,11.05,2.45%,78.15%,1.14,0.50
7/28/2021,ID-KS,Kalimantan Selatan,862,11,217,634,45406,1248,37281,6877,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,214.27,11286.46,2.73,310.21,31.02,2.75%,82.11%,1.67,0.30
7/28/2021,ID-KT,Kalimantan Tengah,416,36,450,-70,33674,701,25693,7280,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,161.85,13101.25,14.01,272.73,27.27,2.08%,76.30%,1.64,2.57
7/28/2021,ID-KI,Kalimantan Timur,2128,87,1146,895,111939,3118,86863,21958,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,599.07,31512.66,24.49,877.77,87.78,2.79%,77.60%,1.06,1.47
7/28/2021,ID-KU,Kalimantan Utara,581,13,368,200,19870,325,14873,4672,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,896.04,30644.33,20.05,501.23,50.12,1.64%,74.85%,1.27,1.00
7/28/2021,ID-BB,Kepulauan Bangka Belitung,632,18,449,165,31602,609,25721,5272,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,458.05,22903.87,13.05,441.38,44.14,1.93%,81.39%,0.89,1.13
7/28/2021,ID-KR,Kepulauan Riau,690,36,825,-171,43227,1048,33478,8701,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,357.62,22404.37,18.66,543.17,54.32,2.42%,77.45%,1.05,3.27
7/28/2021,ID-LA,Lampung,517,180,1447,-1110,32832,1784,23730,7318,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,56.84,3609.66,19.79,196.14,19.61,5.43%,72.28%,0.89,0.71
7/28/2021,ID-MA,Maluku,87,0,139,-52,13239,222,9300,3717,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,47.10,7167.46,0.00,120.19,12.02,1.68%,70.25%,0.77,0.00
7/28/2021,ID-MU,Maluku Utara,195,2,138,55,9750,221,6508,3021,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,149.11,7455.25,1.53,168.99,16.90,2.27%,66.75%,1.43,0.50
7/28/2021,ID-NB,Nusa Tenggara Barat,287,4,285,-2,18649,558,16001,2090,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,54.46,3538.54,0.76,105.88,10.59,2.99%,85.80%,1.39,0.67
7/28/2021,ID-NT,Nusa Tenggara Timur,1127,13,848,266,36956,674,24721,11561,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,208.27,6829.39,2.40,124.55,12.46,1.82%,66.89%,0.91,0.30
7/28/2021,ID-PA,Papua,338,5,308,25,26116,329,12272,13515,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,77.87,6017.03,1.15,75.80,7.58,1.26%,46.99%,0.96,1.67
7/28/2021,ID-PB,Papua Barat,116,0,231,-115,17700,272,14462,2966,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,101.69,15516.77,0.00,238.45,23.84,1.54%,81.71%,0.62,0.00
7/28/2021,ID-RI,Riau,1276,23,921,332,91947,2472,79311,10164,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,210.07,15137.55,3.79,406.97,40.70,2.69%,86.26%,0.89,0.66
7/28/2021,ID-SR,Sulawesi Barat,79,1,53,25,7980,158,6458,1364,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,50.64,5115.44,0.64,101.28,10.13,1.98%,80.93%,0.54,0.50
7/28/2021,ID-SN,Sulawesi Selatan,1145,35,721,389,80003,1258,69582,9163,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,121.46,8486.68,3.71,133.45,13.34,1.57%,86.97%,1.20,2.06
7/28/2021,ID-ST,Sulawesi Tengah,819,15,348,456,20956,579,15112,5265,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,277.10,7090.35,5.08,195.90,19.59,2.76%,72.11%,1.32,0.65
7/28/2021,ID-SG,Sulawesi Tenggara,233,9,103,121,15860,336,12399,3125,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,88.41,6017.92,3.41,127.49,12.75,2.12%,78.18%,0.90,2.25
